,,,,,,,,,,,,,,Type of Payment code,Vehicle Code
,,4307,Thu,Aug,,5,15:20:57,2021,8510814,,,,4046,,
,,4308,Wed,Aug,11,19:16:12,2021,3580287,,,,4302.0,PCBA83119,,
,,4309,Mon,Aug,,9,16:00:07,2021,4444834,,,,4317,,
,,4310,Wed,Aug,,4,09:32:48,2021,4975957,,,,4626,,
,,4311,Sat,Aug,21,23:59:47,2021,6472867,,,,4402.0,PC85224D1,,
,,4312,Tue,Aug,10,09:21:35,2021,330159,,,,,4764,,
,,4313,Thu,Aug,,5,00:57:07,2021,9750786,,,,4881,,
,,4314,Thu,Aug,19,16:26:34,2021,3986729,,,,4017.0,PCC090C3A,,
,,4315,Sat,Aug,21,03:15:01,2021,3397050,,,,4364.0,PCB33ACE8,,
,,4316,Thu,Jul,29,18:00:08,2021,6691963,,,,4918.0,PC8F8E598,,
,,4317,Wed,Aug,18,08:16:39,2021,2083704,,,,4332.0,PC3B258E9,,
,,4318,Thu,Aug,12,08:01:20,2021,1763933,,,,4420.0,PCFDB2950,,
,,4319,Wed,Aug,11,11:16:43,2021,7735856,,,,4489.0,PCEFF6088,,
,,4320,Fri,Aug,13,19:31:24,2021,6035290,,,,4327.0,PC16F59EC,,
,,4321,Tue,Aug,17,23:36:39,2021,887363,,,,,4054,,
,,4322,Thu,Aug,19,08:41:53,2021,9243073,,,,4141.0,PC13CB69B,,
,,4323,Mon,Aug,,9,21:29:50,2021,7148320,,,,5006,,
,,4324,Wed,Aug,11,02:10:15,2021,1877269,,,,4422.0,PCF514246,,
,,4325,Sun,Aug,,1,11:24:35,2021,7538365,,,,4088,,
,,4326,Tue,Aug,10,12:52:21,2021,5388742,,,,4567.0,PC2C5C1F3,,
,,4327,Thu,Aug,,5,13:24:56,2021,6002035,,,,4049,,
,,4328,Sat,Aug,21,05:13:23,2021,1380186,,,,4420.0,PCFDB2950,,
,,4329,Sat,Jul,31,16:19:33,2021,6797358,,,,4078.0,PC8473A64,,
,,4330,Sat,Jul,31,18:41:15,2021,6462061,,,,4853.0,PC214FB8E,,
,,4331,Sun,Aug,,1,21:03:58,2021,6671639,,,,4441,,
,,4332,Sun,Aug,,8,10:13:02,2021,497723,,,,,,
,,4333,Thu,Aug,12,22:27:59,2021,4262085,,,,4172.0,PC1A43FB7,,
,,4334,Fri,Aug,13,06:47:42,2021,2691054,,,,4613.0,PCEBBFFB5,,
,,4335,Mon,Aug,,9,02:14:40,2021,4291819,,,,4820,,
,,4336,Tue,Aug,,3,11:28:52,2021,1548945,,,,4164,,
,,4337,Fri,Aug,,6,08:33:56,2021,2479246,,,,4968,,
,,4338,Wed,Aug,18,18:53:19,2021,4556449,,,,4485.0,PC99A12E9,,
,,4339,Wed,Aug,11,21:57:56,2021,2703820,,,,4846.0,PCBABD060,,
,,4340,Thu,Jul,29,11:37:24,2021,985720,,,,,4728,,
,,4341,Tue,Aug,,3,12:36:42,2021,8525698,,,,4190,,
,,4342,Fri,Aug,,6,17:23:16,2021,2847139,,,,4983,,
,,4343,Sat,Jul,31,18:50:37,2021,1162024,,,,4793.0,PCD8E3CCB,,
,,4344,Sat,Aug,,7,08:10:09,2021,5477098,,,,4762,,
,,4345,Tue,Aug,,3,13:16:47,2021,2891846,,,,4436,,
,,4346,Tue,Aug,,3,16:09:56,2021,3759654,,,,4453,,
,,4347,Sun,Aug,,8,14:27:51,2021,1342060,,,,4787,,
,,4348,Sat,Jul,31,10:10:50,2021,6682109,,,,4015.0,PC524833E,,
,,4349,Wed,Aug,,4,10:22:34,2021,299749,,,,,,
,,4350,Sat,Aug,,7,00:54:54,2021,57990,,,,,VC965,
,,4351,Wed,Aug,,4,16:50:20,2021,2219949,,,,4636,,
,,4352,Thu,Aug,,5,22:40:16,2021,7016524,,,,4941,,
,,4353,Fri,Aug,13,21:02:36,2021,6490359,,,,4084.0,PC71D433F,,
,,4354,Sun,Aug,,1,15:27:53,2021,3528707,,,,4310,,
,,4355,Fri,Aug,,6,21:28:51,2021,8980526,,,,4664,,
,,4356,Wed,Aug,,4,07:33:03,2021,3636811,,,,4381,,
,,4357,Fri,Jul,30,03:24:43,2021,6795471,,,,4366.0,PC09D71DF,,
,,4358,Thu,Aug,19,20:12:40,2021,8534907,,,,4008.0,PC5680D80,,
,,4359,Mon,Aug,,2,03:02:35,2021,5738014,,,,4114,,
,,4360,Fri,Aug,13,01:01:38,2021,8517769,,,,4044.0,PC3546931,,
,,4361,Mon,Aug,,9,03:31:37,2021,7909971,,,,4539,,
,,4362,Sun,Aug,22,01:46:18,2021,7786263,,,,4275.0,PC1DA31F7,,
,,4363,Fri,Aug,20,06:37:30,2021,558385,,,,,4078,,
,,4364,Sun,Aug,15,00:55:49,2021,1856175,,,,4572.0,PCC9756B2,,
,,4365,Thu,Aug,12,02:47:23,2021,2360604,,,,4790.0,PC2387B02,,
,,4366,Thu,Aug,,5,14:06:09,2021,2611309,,,,4642,,
,,4367,Tue,Aug,10,20:59:48,2021,9544939,,,,4328.0,PC3777B8E,,
,,4368,Wed,Aug,18,09:14:53,2021,8731189,,,,4898.0,PC0AE9E1B,,
,,4369,Fri,Jul,30,15:31:17,2021,7745271,,,,4448.0,PC19F3DBB,,
,,4370,Sat,Aug,,7,15:25:00,2021,3948054,,,,4553,,
,,4371,Sat,Aug,,7,09:00:32,2021,1541022,,,,4945,,
,,4372,Sat,Jul,31,21:51:35,2021,6968988,,,,4206.0,PCAC34A40,,
,,4373,Sun,Aug,,1,06:42:43,2021,9174638,,,,4584,,
,,4374,Sun,Aug,22,17:27:37,2021,2823531,,,,4615.0,PC1ECBA39,,
,,4375,Mon,Aug,,9,04:04:51,2021,1293261,,,,4299,,
,,4376,Mon,Aug,,2,20:04:17,2021,4023837,,,,4868,,
,,4377,Mon,Aug,,2,07:01:16,2021,7901129,,,,4762,,
,,4378,Tue,Aug,,3,12:35:37,2021,2226732,,,,4414,,
,,4379,Mon,Aug,,9,01:37:12,2021,846170,,,,,,
,,4380,Wed,Aug,11,09:01:53,2021,3463281,,,,4727.0,PC52E71B8,,
,,4381,Mon,Aug,,2,01:49:04,2021,112545,,,,,,
,,4382,Fri,Aug,20,21:58:53,2021,8627705,,,,4434.0,PCA491459,,
,,4383,Thu,Aug,12,23:36:39,2021,742135,,,,,4008,,
,,4384,Fri,Jul,30,05:27:11,2021,1080340,,,,4828.0,PCF712D1A,,
,,4385,Sat,Aug,21,12:19:44,2021,6713306,,,,4807.0,PCAFC45DA,,
,,4386,Wed,Aug,18,05:40:06,2021,6761805,,,,4559.0,PC93AAEC9,,
,,4387,Tue,Aug,10,06:14:40,2021,5597426,,,,4844.0,PCC48E3A8,,
,,4388,Tue,Aug,10,08:08:45,2021,4540429,,,,4747.0,PC5E524A1,,
,,4389,Tue,Aug,10,11:09:30,2021,3698542,,,,4172.0,PC1A43FB7,,
,,4390,Wed,Aug,18,07:13:12,2021,3690100,,,,4632.0,PCC1FFE5B,,
,,4391,Thu,Aug,,5,01:46:07,2021,8429576,,,,4044,,
,,4392,Fri,Aug,20,10:54:07,2021,5271895,,,,4374.0,PCC321538,,
,,4393,Thu,Aug,12,17:08:55,2021,9180405,,,,4232.0,PC4156AD5,,
,,4394,Wed,Aug,,4,05:46:36,2021,7823036,,,,4107,,
,,4395,Mon,Aug,16,10:36:26,2021,5452618,,,,4456.0,PC8DFF744,,
,,4396,Mon,Aug,,9,04:59:25,2021,4352425,,,,4123,,
,,4397,Tue,Aug,10,23:16:16,2021,5282919,,,,4409.0,PC44E2F09,,
,,4398,Fri,Aug,20,18:19:56,2021,435849,,,,,4073,,
,,4399,Fri,Jul,30,23:58:23,2021,9148340,,,,4113.0,PC78D4122,,
,,4400,Sun,Aug,15,07:05:38,2021,1389478,,,,4591.0,PCC9875AC,,
,,4401,Tue,Aug,17,23:12:00,2021,5190674,,,,4862.0,PC3BDDA71,,
,,4402,Thu,Aug,,5,14:51:54,2021,7130518,,,,4587,,
,,4403,Mon,Aug,,9,03:42:53,2021,3371131,,,,4688,,
,,4404,Thu,Aug,12,08:53:43,2021,1179737,,,,4112.0,PCEA652A8,,
,,4405,Tue,Aug,10,07:40:54,2021,9494603,,,,4900.0,PCFE8B604,,
,,4406,Sun,Aug,,8,10:36:29,2021,2255778,,,,4456,,
,,4407,Fri,Jul,30,09:21:07,2021,8401339,,,,4658.0,PC1A58039,,
,,4408,Sun,Aug,22,15:39:48,2021,4016623,,,,4829.0,PCEC030F2,,
,,4409,Fri,Aug,20,16:36:33,2021,4269686,,,,4206.0,PCAC34A40,,
,,4410,Sun,Aug,,8,23:10:02,2021,8899821,,,,4342,,
,,4411,Fri,Aug,20,19:48:14,2021,585453,,,,,4729,,
,,4412,Fri,Aug,20,01:57:56,2021,6210321,,,,4590.0,PC912F5CB,,
,,4413,Sun,Aug,15,06:36:01,2021,7454748,,,,4455.0,PC15C75C0,,
,,4414,Fri,Aug,,6,10:52:00,2021,5974840,,,,4767,,
,,4415,Fri,Aug,,6,14:33:21,2021,3686948,,,,4437,,
,,4416,Fri,Aug,,6,02:38:35,2021,8007097,,,,4504,,
,,4417,Fri,Aug,,6,02:40:31,2021,4650638,,,,4941,,
,,4418,Mon,Aug,16,12:43:06,2021,999837,,,,,4309,,
,,4419,Mon,Aug,,9,12:21:29,2021,2061447,,,,4798,,
,,4420,Fri,Aug,13,17:34:56,2021,6588424,,,,4339.0,PCDE1D204,,
,,4421,Tue,Aug,17,11:58:26,2021,3674882,,,,4059.0,PC06E8A1C,,
,,4422,Sun,Aug,,8,04:33:09,2021,9581468,,,,4061,,
,,4423,Thu,Aug,12,03:17:01,2021,7113191,,,,4258.0,PCAC64E67,,
,,4424,Sun,Aug,,1,14:06:49,2021,8947517,,,,4347,,
,,4425,Sat,Aug,21,20:49:12,2021,3448043,,,,4073.0,PCA3797CA,,
,,4426,Fri,Aug,13,13:32:10,2021,2332077,,,,4284.0,PC0DB49FD,,
,,4427,Tue,Aug,10,06:36:39,2021,2641405,,,,4373.0,PC8806694,,
,,4428,Wed,Aug,18,09:36:56,2021,2386622,,,,4606.0,PC0C535B6,,
,,4429,Wed,Aug,18,20:33:55,2021,8661204,,,,4520.0,PC8140983,,
,,4430,Thu,Aug,12,10:22:09,2021,2424578,,,,4682.0,PCBB02F92,,
,,4431,Tue,Aug,,3,23:20:38,2021,6469335,,,,4538,,
,,4432,Wed,Aug,18,18:38:33,2021,3579691,,,,4206.0,PCAC34A40,,
,,4433,Sun,Aug,,1,07:36:04,2021,43945,,,,,VC965,
,,4434,Mon,Aug,,2,05:27:38,2021,3042957,,,,4441,,
,,4435,Sat,Jul,31,19:56:19,2021,9296789,,,,4771.0,PC71FE98A,,
,,4436,Mon,Aug,,9,04:29:48,2021,4474872,,,,4571,,
,,4437,Mon,Aug,,2,10:40:36,2021,872246,,,,,,
,,4438,Mon,Aug,,9,18:14:27,2021,4512225,,,,4548,,
,,4439,Thu,Aug,12,00:02:57,2021,7917960,,,,4090.0,PC1EE951B,,
,,4440,Tue,Aug,17,19:16:01,2021,2201054,,,,4431.0,PC3A23C14,,
,,4441,Mon,Aug,,9,01:05:37,2021,6492712,,,,4699,,
,,4442,Wed,Aug,11,05:07:28,2021,8034949,,,,4771.0,PC71FE98A,,
,,4443,Fri,Jul,30,18:00:01,2021,3474690,,,,4450.0,PC0B2B03E,,
,,4444,Sat,Jul,31,07:47:23,2021,1371890,,,,4722.0,PC035B71E,,
,,4445,Wed,Aug,,4,00:12:31,2021,4476801,,,,4804,,
,,4446,Tue,Aug,10,13:51:51,2021,4405901,,,,4350.0,PCEDD7E85,,
,,4447,Sat,Jul,31,13:09:47,2021,3858227,,,,4596.0,PC6558A56,,
,,4448,Wed,Aug,,4,22:19:27,2021,5107716,,,,4209,,
,,4449,Sat,Aug,14,05:02:50,2021,3541052,,,,4491.0,PCA52F720,,
,,4450,Sun,Aug,22,09:14:08,2021,4747803,,,,4783.0,PC9889263,,
,,4451,Thu,Aug,,5,02:22:36,2021,5045921,,,,4731,,
,,4452,Sat,Aug,14,04:15:55,2021,9315717,,,,4387.0,PCE2B9376,,
,,4453,Sun,Aug,,8,20:41:06,2021,7592913,,,,4102,,
,,4454,Thu,Aug,19,14:14:59,2021,3617927,,,,4744.0,PC78EF0B5,,
,,4455,Mon,Aug,,9,02:07:11,2021,1229583,,,,4915,,
,,4456,Sun,Aug,22,08:21:15,2021,650798,,,,,4115,,
,,4457,Thu,Aug,19,11:49:44,2021,3060536,,,,4580.0,PC48664B7,,
,,4458,Tue,Aug,10,12:31:58,2021,3488737,,,,4652.0,PC74A3585,,
,,4459,Fri,Aug,13,21:09:42,2021,3125056,,,,4959.0,PC4A7B00C,,
,,4460,Sat,Aug,21,14:28:46,2021,4246638,,,,4446.0,PC7F1A5B9,,
,,4461,Sat,Jul,31,20:44:50,2021,3542957,,,,4127.0,PCA2D76A5,,
,,4462,Wed,Aug,18,22:42:36,2021,48573,,,,,,,
,,4463,Thu,Aug,12,19:45:05,2021,2621837,,,,4748.0,PCF2ECD29,,
,,4464,Fri,Aug,20,03:55:36,2021,104048,,,,,4146,,
,,4465,Sat,Aug,14,09:01:14,2021,5248206,,,,4872.0,PC5B45CE7,,
,,4466,Tue,Aug,,3,04:43:24,2021,120982,,,,,,
,,4467,Fri,Aug,20,03:57:03,2021,1037935,,,,4208.0,PC1E49F6B,,
,,4468,Fri,Jul,30,16:14:54,2021,7143618,,,,4105.0,PC43919D1,,
,,4469,Tue,Aug,,3,02:33:41,2021,495079,,,,,,
,,4470,Sat,Aug,,7,19:23:06,2021,3470676,,,,4971,,
,,4471,Tue,Aug,17,03:09:57,2021,1716932,,,,4985.0,PCCA71D2C,,
,,4472,Sun,Aug,,8,07:23:53,2021,1761675,,,,4280,,
,,4473,Mon,Aug,16,23:17:45,2021,4652563,,,,4819.0,PC454F09B,,
,,4474,Sat,Jul,31,19:50:47,2021,2554396,,,,4512.0,PC4B1BAF3,,
,,4475,Wed,Aug,,4,16:59:39,2021,2371566,,,,4770,,
,,4476,Thu,Aug,12,03:07:57,2021,3169827,,,,4353.0,PC79BCF60,,
,,4477,Fri,Aug,,6,10:03:58,2021,5339792,,,,4499,,
,,4478,Tue,Aug,,3,18:27:25,2021,5210225,,,,4218,,
,,4479,Thu,Aug,19,04:25:23,2021,8773588,,,,4622.0,PCF31BD97,,
,,4480,Mon,Aug,,2,05:21:52,2021,539469,,,,,,
,,4481,Sat,Jul,31,15:49:28,2021,5352136,,,,4884.0,PC3FB1BB6,,
,,4482,Wed,Aug,18,04:07:01,2021,4913658,,,,4998.0,PCD9C5406,,
,,4483,Sat,Aug,14,04:00:35,2021,2446314,,,,4824.0,PCFEADFE6,,
,,4484,Sat,Aug,21,01:40:01,2021,8825396,,,,4774.0,PCEBE834B,,
,,4485,Mon,Aug,,2,00:09:15,2021,5938033,,,,4127,,
,,4486,Sat,Aug,,7,09:31:13,2021,3962054,,,,4901,,
,,4487,Mon,Aug,,2,21:06:44,2021,8185326,,,,4009,,
,,4488,Thu,Aug,12,07:05:40,2021,8373959,,,,4775.0,PCA50FB36,,
,,4489,Mon,Aug,,9,02:16:30,2021,5515034,,,,4357,,
,,4490,Sun,Aug,,1,22:07:33,2021,2666816,,,,4897,,
,,4491,Fri,Aug,,6,13:48:08,2021,7771881,,,,4729,,
,,4492,Fri,Aug,13,01:44:36,2021,2570856,,,,4286.0,PC12BE494,,
,,4493,Fri,Jul,30,04:44:28,2021,9796968,,,,4524.0,PCF8BB245,,
,,4494,Wed,Aug,18,03:56:53,2021,5042658,,,,4870.0,PC65485BB,,
,,4495,Wed,Aug,,4,14:15:05,2021,9730399,,,,4809,,
,,4496,Sat,Jul,31,23:09:48,2021,4133861,,,,4292.0,PCF733A7C,,
,,4497,Wed,Aug,18,13:46:55,2021,1313381,,,,4779.0,PCC8FE9C6,,
,,4498,Mon,Aug,16,03:07:07,2021,9424753,,,,4590.0,PC912F5CB,,
,,4499,Tue,Aug,17,03:50:01,2021,6259824,,,,4445.0,PC796A888,,
,,4500,Thu,Aug,,5,08:16:54,2021,3963617,,,,4559,,
,,4501,Sun,Aug,,8,19:07:14,2021,9929330,,,,4182,,
,,4502,Wed,Aug,,4,09:58:59,2021,6310052,,,,4812,,
,,4503,Sun,Aug,15,22:31:42,2021,2143543,,,,4385.0,PC148C815,,
,,4504,Fri,Aug,20,15:50:35,2021,1535454,,,,4358.0,PC32FB72C,,
,,4505,Sun,Aug,15,01:50:57,2021,1188192,,,,4300.0,PC666483B,,
,,4506,Sun,Aug,15,17:14:02,2021,2078449,,,,4090.0,PC1EE951B,,
,,4507,Sun,Aug,,8,02:55:03,2021,1103436,,,,4878,,
,,4508,Mon,Aug,,2,14:15:50,2021,5622327,,,,4469,,
,,4509,Thu,Aug,19,07:42:05,2021,7582792,,,,4490.0,PC89C1789,,
,,4510,Sat,Aug,,7,12:35:07,2021,6232568,,,,4535,,
,,4511,Fri,Aug,20,20:33:37,2021,5590626,,,,4624.0,PCDF73A3C,,
,,4512,Mon,Aug,16,20:16:51,2021,4024869,,,,4629.0,PCC5E1C04,,
,,4513,Tue,Aug,10,14:16:53,2021,253846,,,,,4138,,
,,4514,Mon,Aug,16,19:30:42,2021,9480384,,,,4762.0,PC1A3D20B,,
,,4515,Thu,Aug,,5,06:26:18,2021,5860337,,,,4928,,
,,4516,Fri,Jul,30,13:47:13,2021,5210134,,,,4410.0,PC6EFC03B,,
,,4517,Sun,Aug,,1,09:19:19,2021,791923,,,,,,
,,4518,Thu,Aug,,5,11:34:36,2021,2817316,,,,4175,,
,,4519,Fri,Aug,20,08:08:53,2021,9470088,,,,4456.0,PC8DFF744,,
,,4520,Sat,Aug,,7,10:48:11,2021,5825394,,,,4980,,
,,4521,Sun,Aug,,1,12:19:55,2021,7544223,,,,4164,,
,,4522,Sun,Aug,,8,12:20:43,2021,7624486,,,,4283,,
,,4523,Mon,Aug,,2,08:29:05,2021,6106380,,,,4366,,
,,4524,Tue,Aug,10,14:26:19,2021,4574269,,,,4034.0,PCFC754C7,,
,,4525,Wed,Aug,18,15:53:29,2021,1917281,,,,4768.0,PC7BEFC3B,,
,,4526,Thu,Aug,,5,04:37:22,2021,7610934,,,,4029,,
,,4527,Thu,Aug,,5,23:22:44,2021,9094037,,,,4923,,
,,4528,Sun,Aug,15,15:39:40,2021,2468538,,,,4270.0,PC8F72158,,
,,4529,Mon,Aug,,2,02:24:18,2021,4511269,,,,4039,,
,,4530,Sat,Aug,21,16:55:44,2021,9886291,,,,4531.0,PC857F4A0,,
,,4531,Mon,Aug,,2,06:31:29,2021,6900738,,,,4852,,
,,4532,Tue,Aug,,3,11:45:27,2021,3916266,,,,4673,,
,,4533,Tue,Aug,10,02:54:22,2021,2158956,,,,4319.0,PCAD79413,,
,,4534,Mon,Aug,,9,12:18:22,2021,8466074,,,,4161,,
,,4535,Sun,Aug,15,15:16:02,2021,809541,,,,,4168,,
,,4536,Thu,Aug,,5,13:46:35,2021,7490573,,,,4118,,
,,4537,Wed,Aug,11,22:57:04,2021,743087,,,,,4163,,
,,4538,Wed,Aug,,4,02:50:31,2021,5339877,,,,4667,,
,,4539,Fri,Aug,13,22:35:36,2021,4487840,,,,4636.0,PCDECFC74,,
,,4540,Sun,Aug,,8,03:51:00,2021,4620209,,,,4406,,
,,4541,Sun,Aug,,1,20:55:23,2021,2143656,,,,4546,,
,,4542,Fri,Jul,30,17:17:41,2021,6555456,,,,4050.0,PC822E359,,
,,4543,Fri,Aug,,6,07:45:15,2021,421615,,,,,,
,,4544,Sun,Aug,22,11:37:40,2021,8657357,,,,4263.0,PCD6DBA1D,,
,,4545,Sat,Aug,14,16:12:35,2021,4975045,,,,4692.0,PC1CDFCF6,,
,,4546,Sat,Aug,21,19:28:26,2021,2211392,,,,4205.0,PC85DD257,,
,,4547,Sun,Aug,,8,07:39:23,2021,2540727,,,,4831,,
,,4548,Sun,Aug,,1,20:32:57,2021,9148159,,,,4984,,
,,4549,Thu,Aug,12,21:41:26,2021,85054,,,,,,,
,,4550,Fri,Aug,13,00:09:20,2021,7679946,,,,4952.0,PC64CF233,,
,,4551,Tue,Aug,10,23:49:14,2021,8295289,,,,4340.0,PC3A6DBC9,,
,,4552,Tue,Aug,17,14:59:23,2021,245873,,,,,4392,,
,,4553,Fri,Aug,,6,14:08:12,2021,4605672,,,,4087,,
,,4554,Thu,Aug,12,10:43:20,2021,7040081,,,,4180.0,PC250A90D,,
,,4555,Wed,Aug,11,03:15:00,2021,4580747,,,,4345.0,PCAC01231,,
,,4556,Tue,Aug,17,08:43:39,2021,7912566,,,,4217.0,PC6E8D0F9,,
,,4557,Tue,Aug,10,20:58:22,2021,9607612,,,,4505.0,PCEF64195,,
,,4558,Sun,Aug,,1,15:47:26,2021,4414264,,,,4175,,
,,4559,Thu,Aug,,5,07:30:02,2021,5526072,,,,4940,,
,,4560,Tue,Aug,,3,03:24:01,2021,5059956,,,,4732,,
,,4561,Fri,Aug,13,22:52:06,2021,6261298,,,,4834.0,PCB228987,,
,,4562,Tue,Aug,10,14:26:47,2021,4469773,,,,4440.0,PCBE1B45D,,
,,4563,Wed,Aug,11,06:47:19,2021,4636511,,,,4807.0,PCAFC45DA,,
,,4564,Mon,Aug,,9,02:36:21,2021,8725486,,,,4991,,
,,4565,Wed,Aug,,4,17:51:33,2021,8289187,,,,4095,,
,,4566,Wed,Aug,,4,11:24:51,2021,6171471,,,,4112,,
,,4567,Sat,Aug,,7,04:37:07,2021,7660576,,,,4178,,
,,4568,Wed,Aug,18,19:24:39,2021,2521878,,,,4999.0,PCE976BA1,,
,,4569,Thu,Aug,19,19:13:33,2021,4175924,,,,4202.0,PC65AA714,,
,,4570,Tue,Aug,,3,13:12:46,2021,783788,,,,,,
,,4571,Wed,Aug,18,04:08:35,2021,9953463,,,,4857.0,PC59F4E22,,
,,4572,Sat,Aug,,7,19:21:20,2021,4894788,,,,4528,,
,,4573,Sun,Aug,,1,16:54:22,2021,9240526,,,,4691,,
,,4574,Fri,Aug,,6,16:16:49,2021,7900349,,,,4022,,
,,4575,Mon,Aug,,2,00:12:58,2021,4342015,,,,4370,,
,,4576,Sat,Aug,21,12:07:26,2021,5559229,,,,4693.0,PCB4CDDA5,,
,,4577,Sun,Aug,,8,06:23:40,2021,3797482,,,,4661,,
,,4578,Wed,Aug,,4,02:10:07,2021,1552450,,,,4915,,
,,4579,Sun,Aug,,1,01:43:48,2021,2539329,,,,4414,,
,,4580,Sun,Aug,,1,02:03:41,2021,7905002,,,,4572,,
,,4581,Thu,Aug,19,04:17:21,2021,3991674,,,,4497.0,PC76FDDEA,,
,,4582,Fri,Aug,13,22:45:56,2021,6780524,,,,4493.0,PC124B4C0,,
,,4583,Fri,Aug,20,06:24:53,2021,5380959,,,,4147.0,PC4D2C5A7,,
,,4584,Sat,Aug,,7,04:15:57,2021,6421074,,,,4907,,
,,4585,Sun,Aug,,8,08:00:54,2021,3356424,,,,4604,,
,,4586,Sun,Aug,22,09:34:39,2021,2350472,,,,4044.0,PC3546931,,
,,4587,Fri,Aug,13,09:21:21,2021,578133,,,,,4279,,
,,4588,Fri,Aug,20,09:21:03,2021,8207816,,,,4348.0,PCD66314D,,
,,4589,Wed,Aug,,4,22:13:12,2021,8694478,,,,4177,,
,,4590,Fri,Aug,20,19:30:39,2021,3658871,,,,4637.0,PCE9C770E,,
,,4591,Fri,Aug,13,19:33:52,2021,6503472,,,,4321.0,PC591BDF7,,
,,4592,Sat,Jul,31,22:58:03,2021,8073342,,,,4467.0,PCF5E0389,,
,,4593,Tue,Aug,17,07:18:57,2021,19240,,,,,,,
,,4594,Sat,Jul,31,17:06:56,2021,1334857,,,,4140.0,PC5D4821F,,
,,4595,Wed,Aug,18,14:13:11,2021,3472301,,,,4514.0,PC374C341,,
,,4596,Tue,Aug,17,20:53:30,2021,7661264,,,,4105.0,PC43919D1,,
,,4597,Mon,Aug,16,10:40:58,2021,244122,,,,,4542,,
,,4598,Thu,Aug,19,06:04:06,2021,4762550,,,,4638.0,PCB7AC8AA,,
,,4599,Thu,Jul,29,22:04:29,2021,1187926,,,,4850.0,PC4061987,,
,,4600,Thu,Aug,19,11:29:56,2021,4874882,,,,4037.0,PC0A50259,,
,,4601,Thu,Aug,12,13:54:10,2021,3115049,,,,4071.0,PCDBBCB68,,
,,4602,Sat,Jul,31,03:45:19,2021,1193101,,,,4623.0,PCAA67227,,
,,4603,Fri,Jul,30,08:41:01,2021,5190638,,,,4621.0,PC9FB4E82,,
,,4604,Wed,Aug,11,08:16:42,2021,4566021,,,,4439.0,PC845CEA6,,
,,4605,Thu,Aug,,5,06:41:12,2021,2041387,,,,4955,,
,,4606,Fri,Aug,20,00:00:59,2021,6405613,,,,4491.0,PCA52F720,,
,,4607,Mon,Aug,,2,03:26:05,2021,9954172,,,,4407,,
,,4608,Fri,Aug,20,16:40:22,2021,5001331,,,,4198.0,PCB0994D1,,
,,4609,Fri,Jul,30,18:28:37,2021,2774706,,,,4019.0,PC63FF017,,
,,4610,Sat,Aug,21,18:25:27,2021,8534845,,,,4522.0,PC0A326BE,,
,,4611,Sat,Jul,31,09:04:09,2021,7928202,,,,4093.0,PC951FE7E,,
,,4612,Fri,Aug,20,14:33:35,2021,3130296,,,,4618.0,PC8F4AF85,,
,,4613,Fri,Jul,30,11:50:16,2021,462666,,,,,4820,,
,,4614,Wed,Aug,,4,17:58:10,2021,1358334,,,,4886,,
,,4615,Thu,Jul,29,13:54:22,2021,3893571,,,,4344.0,PC417B8DF,,
,,4616,Wed,Aug,18,12:48:05,2021,9575083,,,,4166.0,PCE450C55,,
,,4617,Tue,Aug,10,00:23:06,2021,1085068,,,,4894.0,PCDADB8C6,,
,,4618,Mon,Aug,16,04:31:29,2021,513247,,,,,4704,,
,,4619,Tue,Aug,17,15:14:59,2021,571205,,,,,4305,,
,,4620,Fri,Aug,,6,11:39:54,2021,1875327,,,,4413,,
,,4621,Thu,Aug,19,12:00:11,2021,4549393,,,,4704.0,PC47FBB07,,
,,4622,Wed,Aug,18,03:10:29,2021,3955266,,,,4993.0,PC0F0AB4E,,
,,4623,Fri,Jul,30,16:08:36,2021,9393133,,,,4884.0,PC3FB1BB6,,
,,4624,Sun,Aug,15,23:36:05,2021,7019700,,,,4999.0,PCE976BA1,,
,,4625,Thu,Aug,19,11:10:53,2021,4970681,,,,4608.0,PCACD1BEE,,
,,4626,Sat,Aug,21,03:31:26,2021,721481,,,,,4051,,
,,4627,Sun,Aug,15,21:53:54,2021,1337799,,,,4366.0,PC09D71DF,,
,,4628,Fri,Aug,,6,04:56:51,2021,3352239,,,,4394,,
,,4629,Thu,Aug,19,06:30:29,2021,4644991,,,,4211.0,PC0AB9251,,
,,4630,Fri,Aug,,6,18:07:10,2021,174405,,,,,,
,,4631,Wed,Aug,18,15:28:03,2021,9550811,,,,4888.0,PC46C55B4,,
,,4632,Mon,Aug,,2,12:15:42,2021,3167704,,,,4430,,
,,4633,Mon,Aug,,2,16:06:42,2021,8137095,,,,4421,,
,,4634,Sun,Aug,,8,23:45:47,2021,8919528,,,,4590,,
,,4635,Sun,Aug,,1,04:53:56,2021,7376500,,,,4369,,
,,4636,Thu,Aug,,5,07:00:53,2021,6743293,,,,4927,,
,,4637,Sat,Aug,21,04:24:39,2021,9528344,,,,4493.0,PC124B4C0,,
,,4638,Tue,Aug,,3,13:12:44,2021,8187348,,,,4739,,
,,4639,Tue,Aug,,3,07:08:49,2021,3037300,,,,4346,,
,,4640,Sun,Aug,,8,07:33:25,2021,1910206,,,,4167,,
,,4641,Mon,Aug,,9,14:29:02,2021,4011832,,,,4290,,
,,4642,Wed,Aug,11,23:15:34,2021,7872770,,,,4345.0,PCAC01231,,
